sample_idx,timestamp_ms,route_id,ship_x,ship_y,heading_deg,target_heading_deg,rudder_command,dist_to_dest,cross_track_error
16,1788282904701,route_1788282903255,495.2615710070029,1791.254779350311,329.27231905095186,2.6881936504522628,-35,3041.578509645376,0
17,1788282905263,route_1788282904910,497.44390875065244,1791.3715017677273,329.2258487244096,3.229121906628393,-10.704549013519681,3039.6914452424826,0
18,1788282905523,route_1788282904910,501.79538930976696,1791.6375374611844,329.13128017228166,3.5959123603936405,-9.530333617890028,3035.9451834348165,-2.72924977784697
19,1788282905773,route_1788282905665,504.7786013829797,1791.8246179992661,329.065328806077,3.6268966169726014,-35,668.3021528835328,0
20,1788282906040,route_1788282905665,507.95838294471594,1792.0382992025864,328.9896960635108,4.073142237629611,-35,665.5746642339511,0
21,1788282906291,route_1788282905665,510.91172121379753,1792.264097507282,328.9136958130607,4.644609096224997,-35,663.0577056845566,0
22,1788282906542,route_1788282905665,513.8358711885215,1792.5180201733265,328.8327218153254,5.241221266223931,-35,660.5833439761196,0
23,1788282906807,route_1788282905665,516.9234144669352,1792.8190428738787,328.7409801430124,5.851735642900223,-35,657.9901796348288,0
24,1788282907076,route_1788282905665,519.9793406669322,1793.14868883967,328.6438560527863,6.414266087338717,-35,655.4427823925053,0
25,1788282907340,route_1788282905665,523.0125290261698,1793.5044005967134,328.54134129671047,6.9227886186830005,-35,652.9322500115711,0
26,1788282907606,route_1788282905665,526.0242662057643,1793.8831755124343,328.4335802217802,7.376826240549917,-35,650.456179370035,0
27,1788282907875,route_1788282905665,529.0154375758281,1794.281972383802,328.3207520446572,7.778274668322922,-35,648.0124812831324,0
28,1788282908139,route_1788282908101,531.9929136253947,1794.6990415640992,328.20271778994913,8.13104438509555,-35,645.5944038338719,0
29,1788282908405,route_1788282908101,534.9558337424361,1795.1311488175156,328.07981605663804,8.437479915677727,-35,643.2012816050878,0
30,1788282908658,route_1788282908101,537.7223488758603,1795.548208114109,327.96017814458,8.685939129034978,-35,640.977920679088,0
31,1788282908925,route_1788282908101,540.6646658153022,1796.004203311858,327.82784509477176,8.912682118210682,-35,638.6242647051222,0
32,1788282909188,route_1788282908101,543.5975715825416,1796.4696370354875,327.69077299533296,9.102661059124955,-35,636.2886554174586,0
33,1788282909439,route_1788282908101,546.3381138715481,1796.912696238153,327.55814257215184,9.24973086922455,-35,634.1150251028089,0
34,1788282909705,route_1788282908101,79.10069211610605,2052.01177740946,327.5304130093706,5.854105183320144,-9.143988088029984,1166.4321370693892,-0.05075715951125981
35,1788282909955,route_1788282909940,79.46208920421141,2052.0433330322912,34.03229020727662,8.519813564293088,-35,1166.131470469838,-0.01756696883608333
36,1788282910222,route_1788282909940,79.89497202772687,2052.3011833171477,34.0276250601479,46.02796469693885,-35,1165.8782476162635,-0.43488652305737185
37,1788282910490,route_1788282909940,80.32701565794818,2052.9504240936512,34.01601533641741,61.60334658066637,-35,1165.816208674555,-1.1882871750405024
38,1788282910755,route_1788282909940,80.83317514556131,2054.023845748506,33.99757294441349,66.4255855544227,-35,1165.8965531182823,-2.3470382404434047
39,1788282911015,route_1788282909940,81.3294581744176,2055.2088819095966,33.97760836591459,67.76358336236592,-35,1166.0412012207576,-3.6014051277381136
40,1788282911273,route_1788282909940,82.16299311982904,2057.284135248805,33.94270241212968,68.26250750994842,-35,1166.3288823260787,-5.791636135278999
41,1788282911538,route_1788282909940,83.04538231285255,2059.4964569775657,33.90483419771999,68.20938193003121,-35,1166.6456065856755,-8.133304094391828
42,1788282911790,route_1788282909940,83.98679657886304,2061.838888659354,33.863524131251154,68.00363842287982,-35,1166.9799607584005,-10.619956842935606
43,1788282912055,route_1788282909940,85.0992806195442,2064.5726062367603,33.81334883576619,67.72725296100373,-35,1167.364951267513,-13.53369398076855
44,1788282912305,route_1788282909940,86.22801578517434,2067.3079751389555,33.76077779354563,67.4321224885174,-35,1167.7440018987843,-16.46391959919269
45,1788282912571,route_1788282909940,87.5194846296908,2070.37886400667,33.698801161598226,66.95310519944269,-35,1168.1573051911769,-19.76630463109263
46,1788282912821,route_1788282909940,88.81495991758857,2073.378166957653,33.63527002294086,66.34584032427506,-35,1168.5405111611815,-23.007163256848674
47,1788282913071,route_1788282909940,90.19823476010149,2076.478223229608,33.566536525285585,65.59968585373474,-35,1168.9078379665054,-26.380637140864625
48,1788282913323,route_1788282909940,91.6722791592426,2079.660619453153,33.492847384350966,64.7386154016574,-35,1169.2485057778504,-29.872056195512958
49,1788282913588,route_1788282909940,93.35627618090136,2083.143911202325,33.40865187169061,63.71180471300772,-35,1169.5726355993258,-33.723925910591205
50,1788282913838,route_1788282909940,95.04387531946814,2086.4789263238104,33.324697614144156,62.67056955479268,-35,1169.8302617228483,-37.45296659124854
51,1788282914104,route_1788282909940,96.96741332103696,2090.103291623269,33.22988298184157,61.49654600810203,-35,1170.0470467962396,-41.546096066584916
52,1788282914356,route_1788282909940,98.89377922415872,2093.5627596377835,33.13607189089839,60.35814923144471,-35,1170.1901382823285,-45.50012822313964
53,1788282914622,route_1788282909940,101.08505084584749,2097.3125196502374,33.03086956319976,59.120457176993455,-35,1170.2722941377604,-49.83291029308434
54,1788282914889,route_1788282909940,103.420265505245,2101.1167632572174,32.920553132314524,57.87617487431129,-35,1170.2767365784396,-54.291627767274335
55,1788282915140,route_1788282909940,105.74786429443783,2104.73499983968,32.812409170271565,56.71258815250724,-35,1170.2063087807505,-58.57442464099863
56,1788282915404,route_1788282909940,108.37704127621728,2108.6417112367794,32.69229052306713,55.49397391953039,-35,1170.0498053170754,-63.26061540116227
57,1788282915655,route_1788282909940,110.98413619196666,2112.35147982297,32.57508053064362,54.39723439724901,-35,1169.8254243316644,-67.75927741826837
58,1788282915908,route_1788282909940,113.71996369734639,2116.0951619829134,32.45370206503179,53.369732227236796,-35,1169.5283934521779,-72.35601909818965
59,1788282916171,route_1788282909940,116.77934780698541,2120.126892599592,32.319435777886554,52.35174267498155,-35,1169.1340066529947,-77.35621492510433
60,1788282916437,route_1788282909940,119.9651960044015,2124.182763826867,32.18069179341194,51.42402321749984,-35,1168.6686388709156,-82.44523596140677
61,1788282916691,route_1788282909940,123.0633059669475,2128.007397160081,32.04641042816604,50.624344117128146,-35,1168.1720458769873,-87.29232486047697
62,1788282916957,route_1788282909940,126.47980724725052,2132.1080219240575,31.898716423681947,49.837794015989004,-35,1167.5834451149365,-92.52955484949402
63,1788282917221,route_1788282909940,130.00196268262124,2136.223642378801,31.74661321963697,49.11084044538586,-35,1166.9395791699271,-97.83347567421059
64,1788282917488,route_1788282909940,133.62384270755143,2140.3533286980264,31.59015916896948,48.436915733198134,-35,1166.2458590910076,-103.19838944590168
65,1788282917739,route_1788282909940,137.10692609183823,2144.2373286971997,31.43953037251856,47.84412437088753,-35,1165.5533735195988,-108.27949697580941
66,1788282918004,route_1788282909940,140.91056561726143,2148.3918759215117,31.274767377471846,47.24949990881015,-35,1164.7739529894438,-113.75265624766266
67,1788282918256,route_1788282909940,144.55758840216703,2152.297617702284,31.11647245052211,46.72009753339694,-35,1164.0072303952522,-118.93254487921969
68,1788282918521,route_1788282918329,148.19599322312493,2156.293717257022,99.01624326134942,49.54742378064191,-35,1163.3236551782124,-3.6328487342762
69,1788282918788,route_1788282918329,151.0161882792715,2159.9426300913733,99.00721121759983,55.02880049547417,-35,1163.1302489141272,-8.27854681993513
70,1788282919038,route_1788282918329,153.0775253502862,2163.265351127328,98.99251171252456,61.099509238393296,-35,1163.3820025619534,-12.205193576521745
71,1788282919304,route_1788282918329,154.76468565346218,2166.8356431739594,98.97021485515563,67.79885412485675,-35,1164.095142965215,-16.113014998910913
72,1788282919556,route_1788282918329,155.94560769625923,2170.269320290337,98.94331771897521,73.77059713468805,-35,1165.1506724599947,-19.61135508139715
73,1788282919820,route_1788282918329,156.83141367548834,2174.069489313559,98.90825511929461,79.48115657666534,-35,1166.6710192599073,-23.235229592588716
74,1788282920106,route_1788282918329,157.35216874369453,2177.7741684291022,98.86955314835188,84.06246666452228,-35,1168.4400447671585,-26.57322505997839
75,1788282920371,route_1788282918329,157.6307429581494,2182.409810450416,98.81577195064995,88.57428082667417,-35,1170.9665674967453,-30.531247872482766
76,1788282920637,route_1788282918329,157.60532634856264,2186.701569359484,98.76139270736394,91.76766356722396,-35,1173.5444690688719,-34.03324149782162
77,1788282920905,route_1788282918329,157.35756891895832,2191.1502521253287,98.70087543755483,94.31287289765032,-35,1176.404414342546,-37.53415765069989
78,1788282921155,route_1788282918329,155.21447589154954,2206.636822260491,98.46262844483692,99.4611980444663,-35,1187.4546497085105,-46.95025179176452
79,1788282921422,route_1788282918329,143.81463179596668,2262.845742810891,97.35817612058474,101.6895405440157,-35,1231.2060736344993,-86.09844227446769
80,1788282921687,route_1788282918329,131.3838348586131,2327.1154013080345,95.78119416402097,100.30492015577738,-35,1282.0905433550704,-131.1401446666791
81,1788282921953,route_1788282921803,119.78350864289396,2345.458341727508,13.562829535326046,167.2775808590559,-35,1302.8943081120276,7.664749051182843
82,1788282922206,route_1788282921803,117.8161509561163,2350,12.85609041975539,354.44155674567986,-35,1307.3705464116022,6.148243198687132
83,1788282922474,route_1788282921803,135.92772971437586,2350,12.224343905761259,358.730836822778,-35,1293.8331414031356,-5.044230152154788
84,1788282922738,route_1788282921803,165.81312793621905,2350,11.038892352439404,358.84341239579356,-35,1271.744368256523,-24.54162538943183
85,1788282923006,route_1788282921803,207.73741889579514,2350,9.393185852789202,359.1871618997601,-35,1241.3077734697906,-51.81472044631332
86,1788282923270,route_1788282921803,260.1227108664335,2350,7.359562415551352,359.3071020521651,-35,1204.2471117773466,-86.43872969910537
87,1788282923523,route_1788282921803,302.7396282932994,2350,5.163542655720619,359.28100835251723,-35,1174.958118211238,-115.2473705003412
88,1788282923871,route_1788282921803,343.9846025833014,2350,2.3701893829230585,354.7788782130903,-35,1147.4076217004554,-134.81890421029797
89,1788282924175,route_1788282921803,379.78309904190485,2350,359.70259837341314,359.3730803104604,-35,1124.1747865095385,-166.52835922376676
90,1788282924440,route_1788282921803,425.11642877425743,2350,356.085337555405,359.4549425549474,-35,1095.7258176970918,-196.63280611714606
91,1788282924704,route_1788282921803,493.36350427654503,2349.9543022648345,352.8732006987991,359.7149598186547,-35,1055.0889068481877,-240.3252029799051
92,1788282924972,route_1788282921803,570.975221609881,2347.372363702877,349.53071641919837,356.54132006768936,-35,1010.3328736337422,-290.13795302267266
93,1788282925237,route_1788282921803,649.1900330745033,2339.959514792799,346.07948652193,352.87481733725735,-35,965.1817752375297,-336.75428960667756
94,1788282925488,route_1788282921803,722.6684565517318,2328.351937209793,342.7640130200225,349.37976431962966,-35,922.5953699836386,-377.1144308555367
95,1788282925757,route_1788282921803,798.7478771599447,2311.5647215518406,339.1533444094641,347.37485358305776,-35,878.4693772357281,-413.8145844988731
96,1788282926023,route_1788282921803,865.5111440206986,2294.7192535650634,335.4765131480483,344.7373347886454,-35,841.7504837856384,-447.59259425207017
97,1788282926286,route_1788282921803,923.620274888436,2278.088057681207,331.74903362823557,343.2543784546284,-35,811.2715569409511,-474.090763507885
98,1788282926538,route_1788282921803,973.134971487551,2261.7444952577043,328.21468784689796,340.0815979250461,-35,785.8890044561444,-494.9986417931907
99,1788282926802,route_1788282926705,1017.1231477863884,2248.2370632848183,48.93518791474435,10.78942187463042,-35,766.6219143577058,-12.921484339382873
100,1788282927056,route_1788282926705,1040.2347518307224,2275.14870404663,48.43195661855725,61.40416627755741,-35,791.3337042555894,-39.19372900909796
101,1788282927320,route_1788282926705,1067.3001253020955,2326.8235045496413,47.34256062755156,61.47734682446628,-35,841.4208506205462,-72.06251510775546
102,1788282927572,route_1788282926705,1102.2437644986894,2350,45.88988519318997,357.63533028409404,-35,864.0060891036144,-109.07871094472763
103,1788282927838,route_1788282926705,1151.8887916789156,2350,43.949846700379794,357.8758139203104,-35,865.6172504549893,-158.0727854547483
104,1788282928103,route_1788282926705,1203.3226720337982,2350,41.673377651950716,358.01654516808946,-35,870.2753701560625,-209.04364031526967
105,1788282928355,route_1788282926705,1252.6270178144596,2350,39.28045927581178,358.0880776682082,-35,877.5518563609585,-257.8483768465001
106,1788282928619,route_1788282926705,1306.3492377437394,2350,36.49962046832701,358.22692291294516,-35,888.5323327785601,-311.0892186111523
107,1788282928871,route_1788282926705,1357.8224547250536,2350,33.709366894338416,358.33872534476154,-35,901.9340680282027,-362.0637543205504
108,1788282929137,route_1788282929087,1409.6476297048941,2350,30.571239625658222,358.877330612489,-35,918.1491980289854,-10.024737402823009
109,1788282929402,route_1788282929087,1446.2649450412016,2350,27.285503937192686,358.5248939073049,-35,931.1761068962567,-43.398927570843014
110,1788282929654,route_1788282929087,1489.338510655909,2350,24.10276552136611,358.688418857767,-35,948.0823555478044,-81.96909817678912
111,1788282929919,route_1788282929087,1545.4468864664589,2350,20.61391873989521,358.852887843909,-35,972.5280574027647,-132.70548309031832
112,1788282930170,route_1788282929087,1601.435055378889,2350,17.2651588223153,358.989579484412,-35,999.4683511115234,-183.7225959859679
113,1788282930438,route_1788282929087,1661.936348792845,2350,13.62378694619781,359.11611963027553,-35,1031.209645412716,-238.8380819996194
114,1788282930689,route_1788282929087,1719.121393111136,2350,10.158846302199208,359.23705762569006,-35,1063.5067193930165,-290.95972420611224
115,1788282930953,route_1788282929087,1780.531509560234,2350,6.415507981986252,359.37700170737537,-35,1100.445908949391,-346.98234615832706
116,1788282931203,route_1788282929087,1838.4527135698988,2350,2.863285426289224,359.4788450320879,-35,1137.2274687176207,-399.70567797265784
117,1788282931454,route_1788282929087,1896.4463296195852,2350,359.2839152161987,359.61545437325873,-35,1175.7621564856338,-452.65043942271825
118,1788282931721,route_1788282929087,1958.321333342926,2350,355.43704102462425,359.7382718708917,-35,1218.5766918574573,-509.0371695097806
119,1788282931985,route_1788282929087,2020.0757949345252,2350,351.56370192663724,359.8716572918024,-35,1262.8842464827358,-565.3863942741956
120,1788282932295,route_1788282929087,2077.673843908361,2350,347.9154659473329,359.9937899969235,-35,1305.4878370748488,-617.9315924528182
121,1788282932552,route_1788282932317,2121.544928425845,2350,60.04894323300948,357.0988730381561,-35,1338.6912006319517,-20.317052362161153
122,1788282932802,route_1788282932317,2145.921458351135,2350,59.783901218744745,356.5752954452093,-35,1357.4021290524288,-36.10311587121452
123,1788282933052,route_1788282932317,2174.5892299690863,2350,60.14672098375286,357.002484781064,-35,1379.6333540566102,-55.02880298474431
124,1788282933309,route_1788282932317,2200.070435148818,2349.8532100352822,60.44739778816893,354.9782447849546,-35,1399.4993646468972,-71.8341387064174
125,1788282933571,route_1788282932317,2221.145523402868,2350,61.04705435392566,355.65018552511003,-35,1416.2297044240727,-85.95619341725477
126,1788282933838,route_1788282933836,2239.81189513501,2350,61.7999395351697,355.36345067757725,-35,1431.0652605948947,-98.184014520148
127,1788282934101,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
128,1788282934354,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
129,1788282934620,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
130,1788282934886,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
131,1788282935142,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
132,1788282935401,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
133,1788282935652,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
134,1788282935919,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
135,1788282936187,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
136,1788282936452,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
137,1788282936702,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
138,1788282936969,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
139,1788282937234,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
140,1788282937486,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
141,1788282937755,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
142,1788282938017,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
143,1788282938269,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
144,1788282938520,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
145,1788282938784,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
146,1788282939037,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
147,1788282939300,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
148,1788282939645,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
149,1788282939902,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
150,1788282940168,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
151,1788282940433,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
152,1788282940684,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
153,1788282940950,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
154,1788282941217,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
155,1788282941484,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
156,1788282941750,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
157,1788282942000,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
158,1788282942251,route_1788282933836,2250.347893548779,2350,61.97686636189928,356.2494597153908,35,1439.4783680136395,-5.76951304271775
159,1788282942777,route_1788282942472,400.00105350095396,1800.000326105005,330.0023882049511,17.19960214224153,-7.068712770497223,3130.494372058491,0
160,1788282943110,route_1788282943109,400.27386233331487,1800.0324554343902,330.04375808559917,4.399730940359177,-7.137809389470931,3130.2647367600816,-0.12616537839607805
161,1788282943369,route_1788282943109,401.3903188924733,1800.0179680158103,330.0902190561585,356.2363997567558,-9.607619258453633,3129.2597300249613,-0.43819368245730067
162,1788282943869,route_1788282943109,401.97105625485744,1799.9669181986217,330.1040742017335,354.14871131364777,-9.635770123424663,3128.717523536777,-0.6367554497340026
163,1788282944135,route_1788282943109,404.3661864755003,1799.6795568040816,330.14258809771957,353.0383948527399,-9.72065668648902,3126.4470699272692,-1.3917516564513746
164,1788282944400,route_1788282943109,406.6058302681443,1799.4167989897257,330.16923634407453,353.5937958350857,-8.701772948405415,3124.326865868322,-2.1059357337410614
165,1788282944948,route_1788282944633,407.5184195727531,1799.3168452718498,330.1786549794856,353.8605483810947,-8.620826114245393,3123.4661852638997,-2.4037143545717887
166,1788282945203,route_1788282944633,410.97315263785384,1798.9785646693083,330.2091332668606,354.80345100534515,-8.33115004014544,3120.2262385460176,-1.0497248119505513
167,1788282945466,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
168,1788282945732,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
169,1788282945982,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
170,1788282946235,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
171,1788282946500,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
172,1788282946751,route_1788282944633,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
173,1788282947120,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
174,1788282947382,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
175,1788282947632,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
176,1788282947882,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
177,1788282948133,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
178,1788282948400,route_1788282947117,413.0827638606057,1798.7963913649744,330.225009786177,355.2746516857752,-7.632547884034103,3118.2589734636404,-1.7431858777585063
179,1788282948930,route_1788282947117,413.2630516106246,1798.7816061802016,330.22628742770803,355.3117324528584,-5.983709367318443,3118.091211191006,-4.134771085357921
180,1788282949190,route_1788282949107,417.01784153954736,1798.6078004224153,56.62427807328157,0.5854484352641975,-35,3114.657842157245,-0.6730478244781858
181,1788282949452,route_1788282949107,419.5384789804915,1798.8020997231743,56.59429592639657,8.12007162624161,-35,3112.4931460262014,-1.853582220840818
182,1788282949931,route_1788282949107,420.8138700614747,1799.0433165269344,56.597671413790295,12.875812721410796,-35,3111.462316397446,-2.5823906776870413
183,1788282950185,route_1788282949107,423.44156890490996,1799.995531624009,56.62962832403633,25.490570075857704,-35,3109.5440517626407,-4.49785459641215
184,1788282950449,route_1788282949107,425.16145868494675,1801.014803182236,56.661131697217456,35.28126024680438,-35,3108.4676947176417,-6.113829913166578
185,1788282950909,route_1788282950618,426.0192942910059,1801.721525741675,56.67603587831832,40.967446919584575,-35,3108.0206227393887,0
186,1788282951169,route_1788282950618,450.64164225511684,1866.1014262005533,55.97215783415044,71.93095723137333,-35,3115.834522436796,-66.12577602284253
187,1788282951433,route_1788282950618,464.427856031371,1921.5136724869308,110.2367080228571,94.09372132535981,-35,3130.233028134134,-122.7364129203133
188,1788282952006,route_1788282950618,451.8144747938016,1970.499251759464,109.81887371900069,108.55253362801409,-35,3165.279068380844,-162.94504992131988
189,1788282952268,route_1788282950618,417.32636223051367,2064.498892541624,108.200684961467,109.84686350513556,-35,3242.5035293133546,-236.30971025274894
190,1788282952534,route_1788282950618,393.3921421902328,2132.847474584241,106.50135327910795,108.74999163354033,-35,3298.4554018043827,-290.0658335977535
191,1788282952948,route_1788282950618,383.3814307726776,2162.916368023208,105.63495424921257,108.15295087899938,-35,3322.832268586591,-313.8807935564845
192,1788282953203,route_1788282950618,356.0231026663346,2253.854745858226,102.63228996543205,105.96690784125752,-35,3394.8463899429516,-387.1208807085017
193,1788282953466,route_1788282950618,337.34278982150244,2323.576786118331,100.0377087459562,104.0952112741827,-35,3448.9061969094296,-444.14651388507986
194,1788282954012,route_1788282950618,323.45425639544555,2350,97.93762276118429,186.25179893925508,-35,3475.200053960848,-467.2866704903396
195,1788282954267,route_1788282954153,327.85756274016893,2349.467760512081,54.051115942304705,14.440814902878799,-35,3471.2572260183815,-6.81854484865827
196,1788282954532,route_1788282954153,347.96570100787994,2350,53.69344412681585,356.83189712114415,-35,3454.9384426683314,-19.022067363223552
197,1788282955057,route_1788282954153,361.2426332527675,2350,53.223948258650864,356.94123751633987,-35,3443.986554454253,-26.24005544607591
198,1788282955318,route_1788282954153,408.33292746469004,2350,56.38231658003167,359.0935297570997,-35,3405.276059863263,-52.38607407136732
199,1788282955676,route_1788282955673,433.95611146792834,2350,56.81670482285716,356.91267095384677,-35,3384.3018176997193,-66.77512731379343
200,1788282956065,route_1788282955673,442.5600820787989,2350,56.64057683231118,342.0067565275947,-35,3377.273293789722,0
201,1788282956316,route_1788282955673,468.49909984404275,2350,55.45484909327365,356.88892220373305,-35,3356.128300222267,-15.883784473309822
202,1788282956567,route_1788282955673,489.9898876591498,2350,54.09678942897938,356.9197674182546,-35,3338.6606310000525,-25.872809256910262
203,1788282957170,route_1788282955673,505.5620524573813,2350,53.21726068682864,357.15356102072616,-35,3326.033050520947,-33.1148062202153
204,1788282957432,route_1788282957382,538.1892965316348,2349.8922332166885,69.9694870665258,11.866681556504545,-35,3299.5932995230664,-6.5338274944717165
